url,path,http_status,schema_types,schema_block_count,jsonld_parse_ok,author_type,person_author,aggregate_rating,schema_url_hosts_ok,ymyl_risk,issues,severity,notes
https://www.expatcopilot.com/netherlands/health/health-insurance-comparison-netherlands/,/netherlands/health/health-insurance-comparison-netherlands/,200,Answer|Article|BreadcrumbList|ContactPoint|FAQPage|HowTo|HowToStep|ListItem|MedicalSpecialty|MedicalWebPage|Organization|PeopleAudience|Question|WebPage|WebSite,8,yes,Organization,no,no,yes,HIGH,no_aggregate_rating_ok|article_author_is_organization|howto_on_high_ymyl_ensure_steps_match_visible_non_advice_content|faq_schema_present|sitewide_org_website_present|schema_urls_use_trailing_slash_canonical_form|MedicalWebPage_MedicalSpecialty_present_review_policy_fit,P2,"Uses MedicalWebPage/MedicalSpecialty/PeopleAudience; ensure visible content and non-advice stance support medical schema, and no implied clinical authority"
https://www.expatcopilot.com/netherlands/health/hospitals-netherlands/,/netherlands/health/hospitals-netherlands/,200,Answer|Article|BreadcrumbList|ContactPoint|FAQPage|HowTo|HowToStep|ListItem|MedicalSpecialty|MedicalWebPage|Organization|PeopleAudience|Question|WebPage|WebSite,8,yes,Organization,no,no,yes,HIGH,no_aggregate_rating_ok|article_author_is_organization|howto_on_high_ymyl_ensure_steps_match_visible_non_advice_content|faq_schema_present|sitewide_org_website_present|schema_urls_use_trailing_slash_canonical_form,P3,
https://www.expatcopilot.com/netherlands/housing/rental-contracts-and-deposits-netherlands/,/netherlands/housing/rental-contracts-and-deposits-netherlands/,200,Answer|Article|BreadcrumbList|ContactPoint|FAQPage|HowTo|HowToStep|ListItem|Organization|Question|WebPage|WebSite,7,yes,Organization,no,no,yes,HIGH,no_aggregate_rating_ok|article_author_is_organization|howto_on_high_ymyl_ensure_steps_match_visible_non_advice_content|faq_schema_present|sitewide_org_website_present|schema_urls_use_trailing_slash_canonical_form,P3,
https://www.expatcopilot.com/netherlands/jobs/employment-contract-netherlands/,/netherlands/jobs/employment-contract-netherlands/,200,Answer|Article|BreadcrumbList|ContactPoint|FAQPage|ListItem|Organization|Question|WebPage|WebSite,6,yes,Organization,no,no,yes,HIGH,no_aggregate_rating_ok|article_author_is_organization|faq_schema_present|sitewide_org_website_present|schema_urls_use_trailing_slash_canonical_form,INFO,
https://www.expatcopilot.com/netherlands/life/dating-in-the-netherlands/,/netherlands/life/dating-in-the-netherlands/,200,Answer|Article|BreadcrumbList|ContactPoint|FAQPage|ItemList|ListItem|Organization|Question|WebPage|WebSite,8,yes,Organization,no,no,yes,LOW,no_aggregate_rating_ok|article_author_is_organization|faq_schema_present|sitewide_org_website_present|schema_urls_use_trailing_slash_canonical_form,INFO,
https://www.expatcopilot.com/netherlands/living/survival-guide/,/netherlands/living/survival-guide/,200,Answer|Article|BreadcrumbList|ContactPoint|FAQPage|ListItem|Organization|Question|WebPage|WebSite,5,yes,Organization,no,no,yes,LOW,no_aggregate_rating_ok|article_author_is_organization|faq_schema_present|sitewide_org_website_present|schema_urls_use_trailing_slash_canonical_form,INFO,
https://www.expatcopilot.com/netherlands/money/banking/best-banks-expats/,/netherlands/money/banking/best-banks-expats/,200,Answer|Article|BreadcrumbList|ContactPoint|FAQPage|HowTo|HowToStep|ListItem|Organization|Question|WebPage|WebSite,7,yes,Organization,no,no,yes,MEDIUM,no_aggregate_rating_ok|article_author_is_organization|faq_schema_present|sitewide_org_website_present|schema_urls_use_trailing_slash_canonical_form,INFO,
https://www.expatcopilot.com/netherlands/money/how-taxes-work-in-the-netherlands/,/netherlands/money/how-taxes-work-in-the-netherlands/,200,Answer|Article|BreadcrumbList|ContactPoint|FAQPage|ListItem|Organization|Question|WebPage|WebSite,6,yes,Organization,no,no,yes,HIGH,no_aggregate_rating_ok|article_author_is_organization|faq_schema_present|sitewide_org_website_present|schema_urls_use_trailing_slash_canonical_form,INFO,
https://www.expatcopilot.com/netherlands/money/tools/cost-of-living-calculator/,/netherlands/money/tools/cost-of-living-calculator/,200,Answer|BreadcrumbList|ContactPoint|FAQPage|ListItem|Offer|Organization|Question|SoftwareApplication|WebPage|WebSite,6,yes,n/a,no,no,yes,MEDIUM,no_aggregate_rating_ok|software_application_schema_present|offer_price_0_present_verify_not_misleading|faq_schema_present|sitewide_org_website_present|schema_urls_use_trailing_slash_canonical_form,INFO,
https://www.expatcopilot.com/netherlands/moving/working-in-the-netherlands/,/netherlands/moving/working-in-the-netherlands/,200,Answer|Article|BreadcrumbList|ContactPoint|FAQPage|ListItem|Organization|Question|WebPage|WebSite,5,yes,Organization,no,no,yes,MEDIUM,no_aggregate_rating_ok|article_author_is_organization|faq_schema_present|sitewide_org_website_present|schema_urls_use_trailing_slash_canonical_form,INFO,
https://www.expatcopilot.com/netherlands/official-figures/,/netherlands/official-figures/,200,Article|ContactPoint|Dataset|Organization|WebPage|WebSite,5,yes,Organization,no,no,yes,HIGH,no_aggregate_rating_ok|article_author_is_organization|sitewide_org_website_present|schema_urls_use_trailing_slash_canonical_form,INFO,
https://www.expatcopilot.com/netherlands/taxes/30-percent-ruling/,/netherlands/taxes/30-percent-ruling/,200,Answer|Article|BreadcrumbList|ContactPoint|FAQPage|ListItem|Organization|Question|WebPage|WebSite,6,yes,Organization,no,no,yes,HIGH,no_aggregate_rating_ok|article_author_is_organization|faq_schema_present|sitewide_org_website_present|schema_urls_use_trailing_slash_canonical_form,INFO,
https://www.expatcopilot.com/netherlands/taxes/tools/dutch-salary-net-calculator/,/netherlands/taxes/tools/dutch-salary-net-calculator/,200,Answer|BreadcrumbList|ContactPoint|FAQPage|ListItem|Offer|Organization|Question|SoftwareApplication|WebPage|WebSite,6,yes,n/a,no,no,yes,HIGH,no_aggregate_rating_ok|software_application_schema_present|offer_price_0_present_verify_not_misleading|faq_schema_present|sitewide_org_website_present|schema_urls_use_trailing_slash_canonical_form,INFO,
https://www.expatcopilot.com/netherlands/visa-checker/,/netherlands/visa-checker/,200,Answer|BreadcrumbList|ContactPoint|FAQPage|ListItem|Offer|Organization|Question|SoftwareApplication|WebSite,5,yes,n/a,no,no,yes,HIGH,no_aggregate_rating_ok|software_application_schema_present|offer_price_0_present_verify_not_misleading|faq_schema_present|sitewide_org_website_present|schema_urls_use_trailing_slash_canonical_form,INFO,
https://www.expatcopilot.com/netherlands/visa/highly-skilled-migrant/,/netherlands/visa/highly-skilled-migrant/,200,Answer|Article|BreadcrumbList|ContactPoint|FAQPage|ListItem|Organization|Question|WebPage|WebSite,5,yes,Organization,no,no,yes,HIGH,no_aggregate_rating_ok|article_author_is_organization|faq_schema_present|sitewide_org_website_present|schema_urls_use_trailing_slash_canonical_form,INFO,
https://www.expatcopilot.com/sources/,/sources/,200,ContactPoint|Organization|WebSite,2,yes,n/a,no,no,yes,LOW,no_aggregate_rating_ok|sitewide_org_website_present|schema_urls_use_trailing_slash_canonical_form,INFO,
(sitewide),(layout),,Organization|WebSite,,yes,Organization,no,no,yes,n/a,SITE_SAME_AS_empty|no_Person_schema|no_fake_ratings,P3,Intentional empty sameAs; no invented founders/social. Gap for E-E-A-T org corroboration. Also watch MedicalWebPage usage on health vertical.
